image_path,filename,class,class_folder,file_size_mb,split
covid_classifier\data\raw\Normal\Normal-5684.png,Normal-5684.png,NORMAL,Normal,0.03728199005126953,train
covid_classifier\data\raw\Normal\Normal-5713.png,Normal-5713.png,NORMAL,Normal,0.035742759704589844,train
covid_classifier\data\raw\Normal\Normal-8794.png,Normal-8794.png,NORMAL,Normal,0.03649425506591797,train
covid_classifier\data\raw\Normal\Normal-1586.png,Normal-1586.png,NORMAL,Normal,0.035308837890625,train
covid_classifier\data\raw\Normal\Normal-1843.png,Normal-1843.png,NORMAL,Normal,0.02947998046875,train
covid_classifier\data\raw\Normal\Normal-6792.png,Normal-6792.png,NORMAL,Normal,0.03570842742919922,train
covid_classifier\data\raw\Normal\Normal-8562.png,Normal-8562.png,NORMAL,Normal,0.033600807189941406,train
covid_classifier\data\raw\Normal\Normal-8570.png,Normal-8570.png,NORMAL,Normal,0.03613853454589844,train
covid_classifier\data\raw\Normal\Normal-9434.png,Normal-9434.png,NORMAL,Normal,0.03479576110839844,train
covid_classifier\data\raw\Normal\Normal-4669.png,Normal-4669.png,NORMAL,Normal,0.036416053771972656,train
covid_classifier\data\raw\COVID\COVID-1836.png,COVID-1836.png,COVID-19,COVID,0.029933929443359375,train
covid_classifier\data\raw\COVID\COVID-684.png,COVID-684.png,COVID-19,COVID,0.03155040740966797,train
covid_classifier\data\raw\Normal\Normal-2151.png,Normal-2151.png,NORMAL,Normal,0.037102699279785156,train
covid_classifier\data\raw\Normal\Normal-5793.png,Normal-5793.png,NORMAL,Normal,0.03754425048828125,train
covid_classifier\data\raw\Normal\Normal-8994.png,Normal-8994.png,NORMAL,Normal,0.035221099853515625,train
covid_classifier\data\raw\COVID\COVID-904.png,COVID-904.png,COVID-19,COVID,0.02397441864013672,train
covid_classifier\data\raw\Normal\Normal-5151.png,Normal-5151.png,NORMAL,Normal,0.03664875030517578,train
covid_classifier\data\raw\Normal\Normal-5546.png,Normal-5546.png,NORMAL,Normal,0.03537940979003906,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-998.png,Viral Pneumonia-998.png,PNEUMONIA,Viral Pneumonia,0.05780220031738281,train
covid_classifier\data\raw\COVID\COVID-1461.png,COVID-1461.png,COVID-19,COVID,0.034699440002441406,train
covid_classifier\data\raw\Normal\Normal-2953.png,Normal-2953.png,NORMAL,Normal,0.037987709045410156,train
covid_classifier\data\raw\Normal\Normal-7137.png,Normal-7137.png,NORMAL,Normal,0.03603172302246094,train
covid_classifier\data\raw\Normal\Normal-10158.png,Normal-10158.png,NORMAL,Normal,0.03415107727050781,train
covid_classifier\data\raw\Normal\Normal-4001.png,Normal-4001.png,NORMAL,Normal,0.03443717956542969,train
covid_classifier\data\raw\Normal\Normal-7232.png,Normal-7232.png,NORMAL,Normal,0.035327911376953125,train
covid_classifier\data\raw\Normal\Normal-7495.png,Normal-7495.png,NORMAL,Normal,0.03479290008544922,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-280.png,Viral Pneumonia-280.png,PNEUMONIA,Viral Pneumonia,0.03869438171386719,train
covid_classifier\data\raw\Normal\Normal-1949.png,Normal-1949.png,NORMAL,Normal,0.035521507263183594,train
covid_classifier\data\raw\Normal\Normal-3633.png,Normal-3633.png,NORMAL,Normal,0.036617279052734375,train
covid_classifier\data\raw\Normal\Normal-1268.png,Normal-1268.png,NORMAL,Normal,0.03692913055419922,train
covid_classifier\data\raw\Normal\Normal-6327.png,Normal-6327.png,NORMAL,Normal,0.036937713623046875,train
covid_classifier\data\raw\Normal\Normal-1830.png,Normal-1830.png,NORMAL,Normal,0.03603649139404297,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-390.png,Viral Pneumonia-390.png,PNEUMONIA,Viral Pneumonia,0.05771160125732422,train
covid_classifier\data\raw\Normal\Normal-5816.png,Normal-5816.png,NORMAL,Normal,0.036365509033203125,train
covid_classifier\data\raw\Normal\Normal-1933.png,Normal-1933.png,NORMAL,Normal,0.0378265380859375,train
covid_classifier\data\raw\Normal\Normal-6690.png,Normal-6690.png,NORMAL,Normal,0.03489208221435547,train
covid_classifier\data\raw\Normal\Normal-5642.png,Normal-5642.png,NORMAL,Normal,0.03464508056640625,train
covid_classifier\data\raw\Normal\Normal-1907.png,Normal-1907.png,NORMAL,Normal,0.035836219787597656,train
covid_classifier\data\raw\Normal\Normal-2310.png,Normal-2310.png,NORMAL,Normal,0.03342247009277344,train
covid_classifier\data\raw\Normal\Normal-924.png,Normal-924.png,NORMAL,Normal,0.03197956085205078,train
covid_classifier\data\raw\Normal\Normal-7585.png,Normal-7585.png,NORMAL,Normal,0.03368949890136719,train
covid_classifier\data\raw\Normal\Normal-2042.png,Normal-2042.png,NORMAL,Normal,0.03482341766357422,train
covid_classifier\data\raw\COVID\COVID-2374.png,COVID-2374.png,COVID-19,COVID,0.03749561309814453,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-869.png,Viral Pneumonia-869.png,PNEUMONIA,Viral Pneumonia,0.033316612243652344,train
covid_classifier\data\raw\Normal\Normal-590.png,Normal-590.png,NORMAL,Normal,0.04242897033691406,train
covid_classifier\data\raw\COVID\COVID-2678.png,COVID-2678.png,COVID-19,COVID,0.03075885772705078,train
covid_classifier\data\raw\COVID\COVID-497.png,COVID-497.png,COVID-19,COVID,0.034351348876953125,train
covid_classifier\data\raw\Normal\Normal-737.png,Normal-737.png,NORMAL,Normal,0.04193115234375,train
covid_classifier\data\raw\Normal\Normal-414.png,Normal-414.png,NORMAL,Normal,0.03746509552001953,train
covid_classifier\data\raw\Normal\Normal-1420.png,Normal-1420.png,NORMAL,Normal,0.03172111511230469,train
covid_classifier\data\raw\Normal\Normal-2568.png,Normal-2568.png,NORMAL,Normal,0.03479480743408203,train
covid_classifier\data\raw\Normal\Normal-4082.png,Normal-4082.png,NORMAL,Normal,0.03497028350830078,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1201.png,Viral Pneumonia-1201.png,PNEUMONIA,Viral Pneumonia,0.04110145568847656,train
covid_classifier\data\raw\Normal\Normal-3349.png,Normal-3349.png,NORMAL,Normal,0.034102439880371094,train
covid_classifier\data\raw\Normal\Normal-2543.png,Normal-2543.png,NORMAL,Normal,0.03513526916503906,train
covid_classifier\data\raw\COVID\COVID-2963.png,COVID-2963.png,COVID-19,COVID,0.03674030303955078,train
covid_classifier\data\raw\Normal\Normal-2663.png,Normal-2663.png,NORMAL,Normal,0.03285694122314453,train
covid_classifier\data\raw\COVID\COVID-2920.png,COVID-2920.png,COVID-19,COVID,0.03496074676513672,train
covid_classifier\data\raw\Normal\Normal-8230.png,Normal-8230.png,NORMAL,Normal,0.03558158874511719,train
covid_classifier\data\raw\COVID\COVID-3403.png,COVID-3403.png,COVID-19,COVID,0.03414630889892578,train
covid_classifier\data\raw\Normal\Normal-7435.png,Normal-7435.png,NORMAL,Normal,0.03432273864746094,train
covid_classifier\data\raw\Normal\Normal-1296.png,Normal-1296.png,NORMAL,Normal,0.040576934814453125,train
covid_classifier\data\raw\COVID\COVID-349.png,COVID-349.png,COVID-19,COVID,0.03307533264160156,train
covid_classifier\data\raw\Normal\Normal-3177.png,Normal-3177.png,NORMAL,Normal,0.033974647521972656,train
covid_classifier\data\raw\COVID\COVID-3109.png,COVID-3109.png,COVID-19,COVID,0.030508041381835938,train
covid_classifier\data\raw\Normal\Normal-3506.png,Normal-3506.png,NORMAL,Normal,0.03770256042480469,train
covid_classifier\data\raw\COVID\COVID-2613.png,COVID-2613.png,COVID-19,COVID,0.040978431701660156,train
covid_classifier\data\raw\Normal\Normal-9640.png,Normal-9640.png,NORMAL,Normal,0.03608417510986328,train
covid_classifier\data\raw\Normal\Normal-8442.png,Normal-8442.png,NORMAL,Normal,0.03578758239746094,train
covid_classifier\data\raw\COVID\COVID-605.png,COVID-605.png,COVID-19,COVID,0.037077903747558594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-310.png,Viral Pneumonia-310.png,PNEUMONIA,Viral Pneumonia,0.03502368927001953,train
covid_classifier\data\raw\Normal\Normal-2989.png,Normal-2989.png,NORMAL,Normal,0.03589439392089844,train
covid_classifier\data\raw\Normal\Normal-9671.png,Normal-9671.png,NORMAL,Normal,0.03465557098388672,train
covid_classifier\data\raw\Normal\Normal-10051.png,Normal-10051.png,NORMAL,Normal,0.033270835876464844,train
covid_classifier\data\raw\Normal\Normal-6491.png,Normal-6491.png,NORMAL,Normal,0.03476715087890625,train
covid_classifier\data\raw\Normal\Normal-7140.png,Normal-7140.png,NORMAL,Normal,0.035653114318847656,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1224.png,Viral Pneumonia-1224.png,PNEUMONIA,Viral Pneumonia,0.04235076904296875,train
covid_classifier\data\raw\Normal\Normal-491.png,Normal-491.png,NORMAL,Normal,0.03875732421875,train
covid_classifier\data\raw\Normal\Normal-919.png,Normal-919.png,NORMAL,Normal,0.041337013244628906,train
covid_classifier\data\raw\Normal\Normal-7551.png,Normal-7551.png,NORMAL,Normal,0.03655719757080078,train
covid_classifier\data\raw\Normal\Normal-8535.png,Normal-8535.png,NORMAL,Normal,0.035986900329589844,train
covid_classifier\data\raw\Normal\Normal-3030.png,Normal-3030.png,NORMAL,Normal,0.03784942626953125,train
covid_classifier\data\raw\Normal\Normal-5425.png,Normal-5425.png,NORMAL,Normal,0.033100128173828125,train
covid_classifier\data\raw\Normal\Normal-9157.png,Normal-9157.png,NORMAL,Normal,0.036716461181640625,train
covid_classifier\data\raw\Normal\Normal-9483.png,Normal-9483.png,NORMAL,Normal,0.03642749786376953,train
covid_classifier\data\raw\Normal\Normal-6964.png,Normal-6964.png,NORMAL,Normal,0.0362548828125,train
covid_classifier\data\raw\Normal\Normal-6299.png,Normal-6299.png,NORMAL,Normal,0.030782699584960938,train
covid_classifier\data\raw\Normal\Normal-8520.png,Normal-8520.png,NORMAL,Normal,0.033298492431640625,train
covid_classifier\data\raw\COVID\COVID-854.png,COVID-854.png,COVID-19,COVID,0.03645801544189453,train
covid_classifier\data\raw\COVID\COVID-970.png,COVID-970.png,COVID-19,COVID,0.0312347412109375,train
covid_classifier\data\raw\COVID\COVID-723.png,COVID-723.png,COVID-19,COVID,0.03336906433105469,train
covid_classifier\data\raw\Normal\Normal-7431.png,Normal-7431.png,NORMAL,Normal,0.035759925842285156,train
covid_classifier\data\raw\Normal\Normal-2596.png,Normal-2596.png,NORMAL,Normal,0.035737037658691406,train
covid_classifier\data\raw\Normal\Normal-4533.png,Normal-4533.png,NORMAL,Normal,0.03548717498779297,train
covid_classifier\data\raw\Normal\Normal-8763.png,Normal-8763.png,NORMAL,Normal,0.03553295135498047,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-982.png,Viral Pneumonia-982.png,PNEUMONIA,Viral Pneumonia,0.04965496063232422,train
covid_classifier\data\raw\Normal\Normal-6677.png,Normal-6677.png,NORMAL,Normal,0.03632545471191406,train
covid_classifier\data\raw\COVID\COVID-1840.png,COVID-1840.png,COVID-19,COVID,0.03223705291748047,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-660.png,Viral Pneumonia-660.png,PNEUMONIA,Viral Pneumonia,0.0320892333984375,train
covid_classifier\data\raw\COVID\COVID-1458.png,COVID-1458.png,COVID-19,COVID,0.035488128662109375,train
covid_classifier\data\raw\Normal\Normal-9141.png,Normal-9141.png,NORMAL,Normal,0.035727500915527344,train
covid_classifier\data\raw\Normal\Normal-6311.png,Normal-6311.png,NORMAL,Normal,0.03811168670654297,train
covid_classifier\data\raw\Normal\Normal-3249.png,Normal-3249.png,NORMAL,Normal,0.03325939178466797,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-562.png,Viral Pneumonia-562.png,PNEUMONIA,Viral Pneumonia,0.02938079833984375,train
covid_classifier\data\raw\Normal\Normal-10010.png,Normal-10010.png,NORMAL,Normal,0.035614013671875,train
covid_classifier\data\raw\Normal\Normal-8669.png,Normal-8669.png,NORMAL,Normal,0.036365509033203125,train
covid_classifier\data\raw\Normal\Normal-9502.png,Normal-9502.png,NORMAL,Normal,0.035559654235839844,train
covid_classifier\data\raw\COVID\COVID-2294.png,COVID-2294.png,COVID-19,COVID,0.030745506286621094,train
covid_classifier\data\raw\Normal\Normal-4611.png,Normal-4611.png,NORMAL,Normal,0.034637451171875,train
covid_classifier\data\raw\Normal\Normal-4626.png,Normal-4626.png,NORMAL,Normal,0.03433513641357422,train
covid_classifier\data\raw\Normal\Normal-8628.png,Normal-8628.png,NORMAL,Normal,0.035233497619628906,train
covid_classifier\data\raw\Normal\Normal-7978.png,Normal-7978.png,NORMAL,Normal,0.03326606750488281,train
covid_classifier\data\raw\COVID\COVID-1863.png,COVID-1863.png,COVID-19,COVID,0.033530235290527344,train
covid_classifier\data\raw\COVID\COVID-658.png,COVID-658.png,COVID-19,COVID,0.024892807006835938,train
covid_classifier\data\raw\Normal\Normal-3273.png,Normal-3273.png,NORMAL,Normal,0.03277587890625,train
covid_classifier\data\raw\Normal\Normal-1389.png,Normal-1389.png,NORMAL,Normal,0.038550376892089844,train
covid_classifier\data\raw\Normal\Normal-571.png,Normal-571.png,NORMAL,Normal,0.03818035125732422,train
covid_classifier\data\raw\Normal\Normal-7159.png,Normal-7159.png,NORMAL,Normal,0.03514385223388672,train
covid_classifier\data\raw\COVID\COVID-985.png,COVID-985.png,COVID-19,COVID,0.03116321563720703,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-616.png,Viral Pneumonia-616.png,PNEUMONIA,Viral Pneumonia,0.03932380676269531,train
covid_classifier\data\raw\Normal\Normal-6258.png,Normal-6258.png,NORMAL,Normal,0.03412055969238281,train
covid_classifier\data\raw\Normal\Normal-2058.png,Normal-2058.png,NORMAL,Normal,0.03618907928466797,train
covid_classifier\data\raw\Normal\Normal-7441.png,Normal-7441.png,NORMAL,Normal,0.03421211242675781,train
covid_classifier\data\raw\Normal\Normal-9761.png,Normal-9761.png,NORMAL,Normal,0.03465080261230469,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-443.png,Viral Pneumonia-443.png,PNEUMONIA,Viral Pneumonia,0.038496971130371094,train
covid_classifier\data\raw\Normal\Normal-2914.png,Normal-2914.png,NORMAL,Normal,0.03746604919433594,train
covid_classifier\data\raw\Normal\Normal-4705.png,Normal-4705.png,NORMAL,Normal,0.031986236572265625,train
covid_classifier\data\raw\Normal\Normal-5046.png,Normal-5046.png,NORMAL,Normal,0.023970603942871094,train
covid_classifier\data\raw\COVID\COVID-1739.png,COVID-1739.png,COVID-19,COVID,0.035872459411621094,train
covid_classifier\data\raw\COVID\COVID-2102.png,COVID-2102.png,COVID-19,COVID,0.03388500213623047,train
covid_classifier\data\raw\Normal\Normal-6851.png,Normal-6851.png,NORMAL,Normal,0.035190582275390625,train
covid_classifier\data\raw\COVID\COVID-1183.png,COVID-1183.png,COVID-19,COVID,0.03901863098144531,train
covid_classifier\data\raw\Normal\Normal-549.png,Normal-549.png,NORMAL,Normal,0.041602134704589844,train
covid_classifier\data\raw\Normal\Normal-3280.png,Normal-3280.png,NORMAL,Normal,0.03643798828125,train
covid_classifier\data\raw\Normal\Normal-9306.png,Normal-9306.png,NORMAL,Normal,0.03451251983642578,train
covid_classifier\data\raw\Normal\Normal-941.png,Normal-941.png,NORMAL,Normal,0.04003143310546875,train
covid_classifier\data\raw\COVID\COVID-1791.png,COVID-1791.png,COVID-19,COVID,0.03817939758300781,train
covid_classifier\data\raw\Normal\Normal-2642.png,Normal-2642.png,NORMAL,Normal,0.03424358367919922,train
covid_classifier\data\raw\Normal\Normal-9466.png,Normal-9466.png,NORMAL,Normal,0.03669548034667969,train
covid_classifier\data\raw\Normal\Normal-4192.png,Normal-4192.png,NORMAL,Normal,0.033829689025878906,train
covid_classifier\data\raw\Normal\Normal-5227.png,Normal-5227.png,NORMAL,Normal,0.036299705505371094,train
covid_classifier\data\raw\COVID\COVID-1302.png,COVID-1302.png,COVID-19,COVID,0.03492259979248047,train
covid_classifier\data\raw\Normal\Normal-4330.png,Normal-4330.png,NORMAL,Normal,0.03352546691894531,train
covid_classifier\data\raw\COVID\COVID-1643.png,COVID-1643.png,COVID-19,COVID,0.0298004150390625,train
covid_classifier\data\raw\Normal\Normal-6118.png,Normal-6118.png,NORMAL,Normal,0.03499031066894531,train
covid_classifier\data\raw\Normal\Normal-6263.png,Normal-6263.png,NORMAL,Normal,0.03467750549316406,train
covid_classifier\data\raw\Normal\Normal-4487.png,Normal-4487.png,NORMAL,Normal,0.039340972900390625,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-482.png,Viral Pneumonia-482.png,PNEUMONIA,Viral Pneumonia,0.03552818298339844,train
covid_classifier\data\raw\Normal\Normal-1277.png,Normal-1277.png,NORMAL,Normal,0.03910255432128906,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-188.png,Viral Pneumonia-188.png,PNEUMONIA,Viral Pneumonia,0.034931182861328125,train
covid_classifier\data\raw\Normal\Normal-5326.png,Normal-5326.png,NORMAL,Normal,0.03380870819091797,train
covid_classifier\data\raw\Normal\Normal-8754.png,Normal-8754.png,NORMAL,Normal,0.03516101837158203,train
covid_classifier\data\raw\Normal\Normal-2827.png,Normal-2827.png,NORMAL,Normal,0.036708831787109375,train
covid_classifier\data\raw\COVID\COVID-1644.png,COVID-1644.png,COVID-19,COVID,0.042092323303222656,train
covid_classifier\data\raw\Normal\Normal-5903.png,Normal-5903.png,NORMAL,Normal,0.03548622131347656,train
covid_classifier\data\raw\Normal\Normal-4397.png,Normal-4397.png,NORMAL,Normal,0.034381866455078125,train
covid_classifier\data\raw\COVID\COVID-2001.png,COVID-2001.png,COVID-19,COVID,0.033181190490722656,train
covid_classifier\data\raw\Normal\Normal-5230.png,Normal-5230.png,NORMAL,Normal,0.035724639892578125,train
covid_classifier\data\raw\Normal\Normal-3997.png,Normal-3997.png,NORMAL,Normal,0.036131858825683594,train
covid_classifier\data\raw\Normal\Normal-4497.png,Normal-4497.png,NORMAL,Normal,0.03615760803222656,train
covid_classifier\data\raw\Normal\Normal-3382.png,Normal-3382.png,NORMAL,Normal,0.03345012664794922,train
covid_classifier\data\raw\Normal\Normal-4694.png,Normal-4694.png,NORMAL,Normal,0.03670787811279297,train
covid_classifier\data\raw\Normal\Normal-6949.png,Normal-6949.png,NORMAL,Normal,0.03452873229980469,train
covid_classifier\data\raw\Normal\Normal-3126.png,Normal-3126.png,NORMAL,Normal,0.03529834747314453,train
covid_classifier\data\raw\COVID\COVID-1571.png,COVID-1571.png,COVID-19,COVID,0.024477005004882812,train
covid_classifier\data\raw\Normal\Normal-2816.png,Normal-2816.png,NORMAL,Normal,0.03485679626464844,train
covid_classifier\data\raw\Normal\Normal-3529.png,Normal-3529.png,NORMAL,Normal,0.032265663146972656,train
covid_classifier\data\raw\COVID\COVID-539.png,COVID-539.png,COVID-19,COVID,0.030798912048339844,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-380.png,Viral Pneumonia-380.png,PNEUMONIA,Viral Pneumonia,0.035407066345214844,train
covid_classifier\data\raw\Normal\Normal-5412.png,Normal-5412.png,NORMAL,Normal,0.036370277404785156,train
covid_classifier\data\raw\Normal\Normal-6967.png,Normal-6967.png,NORMAL,Normal,0.037647247314453125,train
covid_classifier\data\raw\Normal\Normal-2812.png,Normal-2812.png,NORMAL,Normal,0.03335285186767578,train
covid_classifier\data\raw\COVID\COVID-1637.png,COVID-1637.png,COVID-19,COVID,0.031147003173828125,train
covid_classifier\data\raw\COVID\COVID-408.png,COVID-408.png,COVID-19,COVID,0.035393714904785156,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-295.png,Viral Pneumonia-295.png,PNEUMONIA,Viral Pneumonia,0.037896156311035156,train
covid_classifier\data\raw\Normal\Normal-5074.png,Normal-5074.png,NORMAL,Normal,0.034313201904296875,train
covid_classifier\data\raw\Normal\Normal-8586.png,Normal-8586.png,NORMAL,Normal,0.037596702575683594,train
covid_classifier\data\raw\Normal\Normal-3460.png,Normal-3460.png,NORMAL,Normal,0.03355979919433594,train
covid_classifier\data\raw\Normal\Normal-9575.png,Normal-9575.png,NORMAL,Normal,0.036144256591796875,train
covid_classifier\data\raw\COVID\COVID-2127.png,COVID-2127.png,COVID-19,COVID,0.03736591339111328,train
covid_classifier\data\raw\COVID\COVID-1322.png,COVID-1322.png,COVID-19,COVID,0.02380657196044922,train
covid_classifier\data\raw\COVID\COVID-2807.png,COVID-2807.png,COVID-19,COVID,0.03796863555908203,train
covid_classifier\data\raw\COVID\COVID-2299.png,COVID-2299.png,COVID-19,COVID,0.02363109588623047,train
covid_classifier\data\raw\Normal\Normal-7784.png,Normal-7784.png,NORMAL,Normal,0.03790473937988281,train
covid_classifier\data\raw\Normal\Normal-9172.png,Normal-9172.png,NORMAL,Normal,0.03477001190185547,train
covid_classifier\data\raw\Normal\Normal-4357.png,Normal-4357.png,NORMAL,Normal,0.03726005554199219,train
covid_classifier\data\raw\Normal\Normal-9987.png,Normal-9987.png,NORMAL,Normal,0.0354461669921875,train
covid_classifier\data\raw\COVID\COVID-328.png,COVID-328.png,COVID-19,COVID,0.03241252899169922,train
covid_classifier\data\raw\Normal\Normal-5099.png,Normal-5099.png,NORMAL,Normal,0.030210494995117188,train
covid_classifier\data\raw\Normal\Normal-3147.png,Normal-3147.png,NORMAL,Normal,0.036479949951171875,train
covid_classifier\data\raw\Normal\Normal-7028.png,Normal-7028.png,NORMAL,Normal,0.03280925750732422,train
covid_classifier\data\raw\Normal\Normal-4962.png,Normal-4962.png,NORMAL,Normal,0.03606700897216797,train
covid_classifier\data\raw\Normal\Normal-679.png,Normal-679.png,NORMAL,Normal,0.036800384521484375,train
covid_classifier\data\raw\Normal\Normal-9034.png,Normal-9034.png,NORMAL,Normal,0.03692150115966797,train
covid_classifier\data\raw\Normal\Normal-4209.png,Normal-4209.png,NORMAL,Normal,0.03520679473876953,train
covid_classifier\data\raw\Normal\Normal-5278.png,Normal-5278.png,NORMAL,Normal,0.03625202178955078,train
covid_classifier\data\raw\COVID\COVID-1130.png,COVID-1130.png,COVID-19,COVID,0.037163734436035156,train
covid_classifier\data\raw\Normal\Normal-3586.png,Normal-3586.png,NORMAL,Normal,0.03690147399902344,train
covid_classifier\data\raw\Normal\Normal-344.png,Normal-344.png,NORMAL,Normal,0.041721343994140625,train
covid_classifier\data\raw\Normal\Normal-10110.png,Normal-10110.png,NORMAL,Normal,0.030982017517089844,train
covid_classifier\data\raw\Normal\Normal-7618.png,Normal-7618.png,NORMAL,Normal,0.03302478790283203,train
covid_classifier\data\raw\COVID\COVID-223.png,COVID-223.png,COVID-19,COVID,0.033550262451171875,train
covid_classifier\data\raw\Normal\Normal-5236.png,Normal-5236.png,NORMAL,Normal,0.034066200256347656,train
covid_classifier\data\raw\COVID\COVID-2999.png,COVID-2999.png,COVID-19,COVID,0.03492927551269531,train
covid_classifier\data\raw\Normal\Normal-4982.png,Normal-4982.png,NORMAL,Normal,0.03632640838623047,train
covid_classifier\data\raw\Normal\Normal-8753.png,Normal-8753.png,NORMAL,Normal,0.03478431701660156,train
covid_classifier\data\raw\COVID\COVID-2763.png,COVID-2763.png,COVID-19,COVID,0.03672599792480469,train
covid_classifier\data\raw\Normal\Normal-4672.png,Normal-4672.png,NORMAL,Normal,0.03552722930908203,train
covid_classifier\data\raw\Normal\Normal-3308.png,Normal-3308.png,NORMAL,Normal,0.036498069763183594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-595.png,Viral Pneumonia-595.png,PNEUMONIA,Viral Pneumonia,0.03409862518310547,train
covid_classifier\data\raw\Normal\Normal-6642.png,Normal-6642.png,NORMAL,Normal,0.034729957580566406,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-347.png,Viral Pneumonia-347.png,PNEUMONIA,Viral Pneumonia,0.03305816650390625,train
covid_classifier\data\raw\Normal\Normal-5868.png,Normal-5868.png,NORMAL,Normal,0.036561012268066406,train
covid_classifier\data\raw\Normal\Normal-5449.png,Normal-5449.png,NORMAL,Normal,0.03780841827392578,train
covid_classifier\data\raw\COVID\COVID-2620.png,COVID-2620.png,COVID-19,COVID,0.03664588928222656,train
covid_classifier\data\raw\Normal\Normal-2743.png,Normal-2743.png,NORMAL,Normal,0.033507347106933594,train
covid_classifier\data\raw\COVID\COVID-314.png,COVID-314.png,COVID-19,COVID,0.03112506866455078,train
covid_classifier\data\raw\Normal\Normal-3053.png,Normal-3053.png,NORMAL,Normal,0.03541278839111328,train
covid_classifier\data\raw\Normal\Normal-5475.png,Normal-5475.png,NORMAL,Normal,0.03488445281982422,train
covid_classifier\data\raw\COVID\COVID-1651.png,COVID-1651.png,COVID-19,COVID,0.030237197875976562,train
covid_classifier\data\raw\COVID\COVID-1780.png,COVID-1780.png,COVID-19,COVID,0.040996551513671875,train
covid_classifier\data\raw\Normal\Normal-5763.png,Normal-5763.png,NORMAL,Normal,0.036724090576171875,train
covid_classifier\data\raw\COVID\COVID-2559.png,COVID-2559.png,COVID-19,COVID,0.035529136657714844,train
covid_classifier\data\raw\Normal\Normal-5889.png,Normal-5889.png,NORMAL,Normal,0.03591442108154297,train
covid_classifier\data\raw\Normal\Normal-8183.png,Normal-8183.png,NORMAL,Normal,0.03698539733886719,train
covid_classifier\data\raw\COVID\COVID-2220.png,COVID-2220.png,COVID-19,COVID,0.030272483825683594,train
covid_classifier\data\raw\COVID\COVID-597.png,COVID-597.png,COVID-19,COVID,0.03311443328857422,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-61.png,Viral Pneumonia-61.png,PNEUMONIA,Viral Pneumonia,0.038089752197265625,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-140.png,Viral Pneumonia-140.png,PNEUMONIA,Viral Pneumonia,0.05020427703857422,train
covid_classifier\data\raw\Normal\Normal-2366.png,Normal-2366.png,NORMAL,Normal,0.031000137329101562,train
covid_classifier\data\raw\COVID\COVID-61.png,COVID-61.png,COVID-19,COVID,0.03411674499511719,train
covid_classifier\data\raw\Normal\Normal-5632.png,Normal-5632.png,NORMAL,Normal,0.036126136779785156,train
covid_classifier\data\raw\Normal\Normal-6636.png,Normal-6636.png,NORMAL,Normal,0.03496837615966797,train
covid_classifier\data\raw\Normal\Normal-189.png,Normal-189.png,NORMAL,Normal,0.03834819793701172,train
covid_classifier\data\raw\Normal\Normal-5283.png,Normal-5283.png,NORMAL,Normal,0.036833763122558594,train
covid_classifier\data\raw\Normal\Normal-211.png,Normal-211.png,NORMAL,Normal,0.04261207580566406,train
covid_classifier\data\raw\Normal\Normal-5738.png,Normal-5738.png,NORMAL,Normal,0.036276817321777344,train
covid_classifier\data\raw\Normal\Normal-8132.png,Normal-8132.png,NORMAL,Normal,0.03359508514404297,train
covid_classifier\data\raw\Normal\Normal-6839.png,Normal-6839.png,NORMAL,Normal,0.033020973205566406,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1278.png,Viral Pneumonia-1278.png,PNEUMONIA,Viral Pneumonia,0.039114952087402344,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1022.png,Viral Pneumonia-1022.png,PNEUMONIA,Viral Pneumonia,0.03350067138671875,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-747.png,Viral Pneumonia-747.png,PNEUMONIA,Viral Pneumonia,0.03507232666015625,train
covid_classifier\data\raw\Normal\Normal-9021.png,Normal-9021.png,NORMAL,Normal,0.03658771514892578,train
covid_classifier\data\raw\Normal\Normal-7744.png,Normal-7744.png,NORMAL,Normal,0.035994529724121094,train
